id,observed_on,user_id,latitude,longitude,place_county_name,scientific_name,taxon_id,taxon_family_name
15235635,2018-08-08,96278,32.338025,-110.9788966667,Pima,Leptotes marina,59152,Lycaenidae
15237972,2018-08-08,96278,32.3390583333,-110.9809283333,Pima,Asterocampa leilia,148793,Nymphalidae
15238748,2018-08-08,96278,32.3381783333,-110.9789416667,Pima,Asterocampa leilia,148793,Nymphalidae
15238781,2018-08-08,96278,32.3382916667,-110.9789116667,Pima,Danaus gilippus,51743,Nymphalidae
15238817,2018-08-08,96278,32.3382916667,-110.97895,Pima,Libytheana carinenta,58561,Nymphalidae
15239124,2018-08-08,96278,32.3396133333,-110.981545,Pima,Danaus gilippus,51743,Nymphalidae
15381251,2018-08-12,96278,32.3384083333,-110.9788583333,Pima,Euptoieta claudia,68244,Nymphalidae
15381263,2018-08-12,96278,32.3384133333,-110.978875,Pima,Phoebis sennae,48550,Pieridae
15728176,2018-08-20,331840,32.3383331299,-110.9788894653,Pima,Asterocampa leilia,148793,Nymphalidae
15818995,2018-08-23,23696,32.339302063,-110.9818496704,Pima,Danaus gilippus,51743,Nymphalidae
15895646,2018-08-25,331840,32.3386116028,-110.9794464111,Pima,Libytheana carinenta,58561,Nymphalidae
18283818,2018-11-08,378974,32.3393166667,-110.9817966667,Pima,Danaus gilippus,51743,Nymphalidae
18601493,2018-11-24,614085,32.339295,-110.9818033333,Pima,Danaus gilippus,51743,Nymphalidae
19204347,2018-12-23,232380,32.3394300322,-110.9819234175,Pima,Danaus gilippus,51743,Nymphalidae
20522421,2019-02-20,1347729,32.3393396198,-110.9821332058,Pima,Agraulis vanillae,49150,Nymphalidae
29089657,2019-07-17,864224,32.3395736,-110.9817651,Pima,Danaus gilippus,51743,Nymphalidae
